Point,Corner,mul_cap,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,nf_Mn_drive_values,nf_Mn_tail1_values,nf_Mn_tail2_values,nf_Mp_stg2_values,Pass/Fail,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value
22.54e3,nom,14,9,8,20,400,9,8,20,400,pass,10.37e-9,13.23e-9,30.6e-6,72.63,85e6,1.669e6,85.96e6,403.7e-6,48.25,2,2,2,2,2,2,2,1,2,2,2,2,86.99e6
22.54e3,nom,14,9,8,20,500,9,8,20,500,pass,10.51e-9,13.29e-9,29.04e-6,70.58,79.77e6,1.583e6,79.86e6,403.7e-6,48.16,2,2,2,2,2,2,2,1,2,2,2,2,84.31e6
22.55e3,nom,14,9,8,20,600,9,8,20,600,pass,10.62e-9,13.33e-9,27.86e-6,68.95,75.18e6,1.518e6,75.85e6,403.8e-6,48.07,2,2,2,2,2,2,2,1,2,2,2,2,78.32e6
22.55e3,nom,14,9,8,20,700,9,8,20,700,pass,10.72e-9,13.37e-9,26.92e-6,67.61,71.1e6,1.456e6,72.02e6,403.8e-6,47.99,2,2,2,2,2,2,2,1,2,2,2,2,75.88e6
22.55e3,nom,14,9,8,20,800,9,8,20,800,pass,10.8e-9,13.41e-9,26.16e-6,66.48,67.45e6,1.397e6,68.2e6,403.8e-6,47.92,2,2,2,2,2,2,2,1,2,2,2,2,68.46e6
22.55e3,nom,14,9,8,20,900,9,8,20,900,pass,10.87e-9,13.44e-9,25.52e-6,65.53,64.17e6,1.341e6,64.42e6,403.9e-6,47.85,2,2,2,2,2,2,2,1,2,2,2,2,69.34e6
22.55e3,nom,14,9,8,20,1e3,9,8,20,1e3,pass,10.94e-9,13.46e-9,24.98e-6,64.7,61.2e6,1.287e6,61.54e6,403.9e-6,47.79,2,2,2,2,2,2,2,1,2,2,2,2,66.79e6
22.55e3,nom,14,9,8,60,100,9,8,60,100,pass,8.914e-9,13.18e-9,57.9e-6,89.06,102.2e6,2.049e6,102.8e6,990.9e-6,47.67,2,2,2,2,2,2,2,1,2,2,2,2,91.08e6
22.55e3,nom,14,9,8,60,200,9,8,60,200,pass,9.295e-9,13.01e-9,48.05e-6,86.2,96.7e6,1.849e6,97.29e6,991.3e-6,48.27,2,2,2,2,2,2,2,1,2,2,2,2,86.08e6
22.55e3,nom,14,9,8,60,300,9,8,60,300,pass,9.549e-9,13e-9,43.12e-6,84.45,90.96e6,1.717e6,92.11e6,991.4e-6,48.41,2,2,2,2,2,2,2,1,2,2,2,2,83.13e6
22.55e3,nom,14,9,8,60,400,9,8,60,400,pass,9.72e-9,13.01e-9,40.35e-6,82.69,85.52e6,1.603e6,86.55e6,991.5e-6,48.47,2,2,2,2,2,2,2,1,2,2,2,2,79.47e6
22.56e3,nom,14,9,8,60,500,9,8,60,500,pass,9.879e-9,13.04e-9,38.01e-6,81.79,80.89e6,1.52e6,81.24e6,991.6e-6,48.46,2,2,2,2,2,2,2,1,2,2,2,2,75.74e6
22.56e3,nom,14,9,8,60,600,9,8,60,600,pass,10.01e-9,13.07e-9,36.23e-6,81.04,76.73e6,1.447e6,77.21e6,991.6e-6,48.44,2,2,2,2,2,2,2,1,2,2,2,2,72.43e6
22.56e3,nom,14,9,8,60,700,9,8,60,700,pass,10.11e-9,13.1e-9,34.99e-6,80.23,72.9e6,1.378e6,73.77e6,991.6e-6,48.42,2,2,2,2,2,2,2,1,2,2,2,2,69.37e6
22.56e3,nom,14,9,8,60,800,9,8,60,800,pass,10.21e-9,13.13e-9,33.8e-6,79.71,69.51e6,1.314e6,70.41e6,991.7e-6,48.39,2,2,2,2,2,2,2,1,2,2,2,2,67.07e6
22.56e3,nom,14,9,8,60,900,9,8,60,900,pass,10.3e-9,13.16e-9,32.79e-6,79.26,66.41e6,1.255e6,67.06e6,991.7e-6,48.35,2,2,2,2,2,2,2,1,2,2,2,2,64.79e6
22.56e3,nom,14,9,8,60,1e3,9,8,60,1e3,pass,10.37e-9,13.18e-9,32.04e-6,78.78,63.57e6,1.209e6,63.69e6,991.7e-6,48.32,2,2,2,2,2,2,2,1,2,2,2,2,62.55e6
22.56e3,nom,14,9,8,100,100,9,8,100,100,pass,8.759e-9,13.34e-9,63.47e-6,94.04,101.7e6,2.157e6,102.1e6,1.58e-3,46.78,2,2,2,2,2,2,2,1,2,2,2,2,85.56e6
22.56e3,nom,14,9,8,100,200,9,8,100,200,pass,9.056e-9,13.1e-9,54.16e-6,88.69,95.27e6,1.872e6,96.06e6,1.58e-3,47.85,2,2,2,2,2,2,2,1,2,2,2,2,82.56e6
22.56e3,nom,14,9,8,100,300,9,8,100,300,pass,9.276e-9,13.02e-9,49.03e-6,86.76,89.61e6,1.714e6,90.79e6,1.58e-3,48.19,2,2,2,2,2,2,2,1,2,2,2,2,79.24e6
22.56e3,nom,14,9,8,100,400,9,8,100,400,pass,9.451e-9,13e-9,45.62e-6,85.6,84.52e6,1.588e6,85.45e6,1.58e-3,48.34,2,2,2,2,2,2,2,1,2,2,2,2,75.71e6
22.56e3,nom,14,9,8,100,500,9,8,100,500,pass,9.596e-9,13e-9,43.12e-6,84.77,79.96e6,1.499e6,80.1e6,1.58e-3,48.41,2,2,2,2,2,2,2,1,2,2,2,2,71.7e6
22.57e3,nom,14,9,8,100,600,9,8,100,600,pass,9.721e-9,13.01e-9,41.18e-6,84.12,75.87e6,1.419e6,76.47e6,1.58e-3,48.44,2,2,2,2,2,2,2,1,2,2,2,2,68.45e6
22.57e3,nom,14,9,8,100,700,9,8,100,700,pass,9.83e-9,13.02e-9,39.61e-6,83.61,72.19e6,1.347e6,73.1e6,1.58e-3,48.46,2,2,2,2,2,2,2,1,2,2,2,2,66.12e6
22.57e3,nom,14,9,8,100,800,9,8,100,800,pass,9.928e-9,13.04e-9,38.31e-6,83.19,68.86e6,1.279e6,69.74e6,1.58e-3,48.46,2,2,2,2,2,2,2,1,2,2,2,2,63.11e6
22.57e3,nom,14,9,8,100,900,9,8,100,900,pass,10.02e-9,13.06e-9,37.19e-6,82.83,65.83e6,1.224e6,66.39e6,1.58e-3,48.45,2,2,2,2,2,2,2,1,2,2,2,2,60.7e6
22.57e3,nom,14,9,8,100,1e3,9,8,100,1e3,pass,10.09e-9,13.08e-9,36.23e-6,82.53,63.07e6,1.177e6,63.07e6,1.58e-3,48.44,2,2,2,2,2,2,2,1,2,2,2,2,58.07e6
22.57e3,nom,14,9,8,140,100,9,8,140,100,near,8.608e-9,13.69e-9,72.14e-6,91.65,94.61e6,2.218e6,95.48e6,2.168e-3,45.81,2,2,2,2,2,2,2,1,1,2,2,2,86.25e6
22.57e3,nom,14,9,8,140,200,9,8,140,200,pass,8.861e-9,13.25e-9,60.33e-6,88.92,92.95e6,1.89e6,93.98e6,2.169e-3,47.45,2,2,2,2,2,2,2,1,2,2,2,2,82.33e6
22.57e3,nom,14,9,8,140,300,9,8,140,300,pass,9.08e-9,13.1e-9,54.12e-6,87.79,88.09e6,1.716e6,89.26e6,2.169e-3,47.94,2,2,2,2,2,2,2,1,2,2,2,2,78.44e6
22.57e3,nom,14,9,8,140,400,9,8,140,400,pass,9.255e-9,13.03e-9,50.08e-6,86.28,83.3e6,1.585e6,84.07e6,2.169e-3,48.17,2,2,2,2,2,2,2,1,2,2,2,2,73.87e6
22.58e3,nom,14,9,8,140,500,9,8,140,500,pass,9.402e-9,13e-9,47.17e-6,85.86,78.92e6,1.49e6,79.03e6,2.169e-3,48.3,2,2,2,2,2,2,2,1,2,2,2,2,69.59e6
22.58e3,nom,14,9,8,140,600,9,8,140,600,pass,9.528e-9,13e-9,44.92e-6,85.5,74.95e6,1.406e6,75.66e6,2.169e-3,48.37,2,2,2,2,2,2,2,1,2,2,2,2,66.81e6
22.58e3,nom,14,9,8,140,700,9,8,140,700,pass,9.638e-9,13e-9,43.12e-6,85.19,71.35e6,1.329e6,72.29e6,2.169e-3,48.41,2,2,2,2,2,2,2,1,2,2,2,2,64.33e6
22.58e3,nom,14,9,8,140,800,9,8,140,800,pass,9.71e-9,13e-9,42.09e-6,84.71,68.07e6,1.258e6,68.9e6,2.169e-3,48.45,2,2,2,2,2,2,2,1,2,2,2,2,61.11e6
22.58e3,nom,14,9,8,140,900,9,8,140,900,pass,9.801e-9,13.01e-9,40.75e-6,84.5,65.09e6,1.205e6,65.53e6,2.169e-3,48.46,2,2,2,2,2,2,2,1,2,2,2,2,58.69e6
22.58e3,nom,14,9,8,140,1e3,9,8,140,1e3,pass,9.883e-9,13.02e-9,39.61e-6,84.31,62.37e6,1.156e6,62.51e6,2.17e-3,48.47,2,2,2,2,2,2,2,1,2,2,2,2,55.59e6
22.58e3,nom,14,9,8,180,100,9,8,180,100,near,8.595e-9,13.7e-9,72.57e-6,93.55,94.45e6,2.344e6,95.34e6,2.757e-3,44.99,2,2,2,2,2,2,2,1,1,2,2,2,80.92e6
22.58e3,nom,14,9,8,180,200,9,8,180,200,pass,8.778e-9,13.34e-9,63.36e-6,90.32,91.69e6,1.922e6,92.8e6,2.758e-3,47,2,2,2,2,2,2,2,1,2,2,2,2,79.84e6
22.58e3,nom,14,9,8,180,300,9,8,180,300,pass,8.954e-9,13.18e-9,57.9e-6,87.87,86.72e6,1.73e6,87.83e6,2.758e-3,47.67,2,2,2,2,2,2,2,1,2,2,2,2,76.53e6
22.58e3,nom,14,9,8,180,400,9,8,180,400,pass,9.104e-9,13.1e-9,54.1e-6,87.54,82.07e6,1.579e6,82.64e6,2.758e-3,47.99,2,2,2,2,2,2,2,1,2,2,2,2,72.51e6
22.58e3,nom,14,9,8,180,500,9,8,180,500,pass,9.276e-9,13.03e-9,50.1e-6,86.54,78.05e6,1.489e6,78.32e6,2.758e-3,48.14,2,2,2,2,2,2,2,1,2,2,2,2,68.64e6
22.59e3,nom,14,9,8,180,600,9,8,180,600,pass,9.382e-9,13.01e-9,48.05e-6,86.38,74.08e6,1.397e6,74.87e6,2.758e-3,48.26,2,2,2,2,2,2,2,1,2,2,2,2,65.32e6
22.59e3,nom,14,9,8,180,700,9,8,180,700,pass,9.475e-9,13e-9,46.35e-6,85.86,70.58e6,1.32e6,71.52e6,2.758e-3,48.34,2,2,2,2,2,2,2,1,2,2,2,2,63.18e6
22.59e3,nom,14,9,8,180,800,9,8,180,800,pass,9.561e-9,13e-9,44.91e-6,85.75,67.31e6,1.247e6,68.07e6,2.759e-3,48.39,2,2,2,2,2,2,2,1,2,2,2,2,59.47e6
22.59e3,nom,14,9,8,180,900,9,8,180,900,pass,9.666e-9,13e-9,43.12e-6,85.59,64.42e6,1.194e6,64.73e6,2.759e-3,48.41,2,2,2,2,2,2,2,1,2,2,2,2,56.66e6
22.59e3,nom,14,9,8,180,1e3,9,8,180,1e3,pass,9.734e-9,13e-9,42.09e-6,85.28,61.78e6,1.144e6,62.03e6,2.759e-3,48.43,2,2,2,2,2,2,2,1,2,2,2,2,53.91e6
22.59e3,nom,14,9,8,220,100,9,8,220,100,near,11.04e-9,19.2e-9,102.1e-6,94.04,55.76e6,2.085e6,56.5e6,3.352e-3,40.72,1,2,2,2,2,2,2,1,1,2,2,2,85.53e6
22.59e3,nom,14,9,8,220,200,9,8,220,200,near,8.685e-9,13.48e-9,67.09e-6,89.18,89.43e6,1.958e6,90.61e6,3.346e-3,46.55,2,2,2,2,2,2,2,1,1,2,2,2,78.66e6
22.59e3,nom,14,9,8,220,300,9,8,220,300,pass,8.88e-9,13.25e-9,60.37e-6,88.69,85.64e6,1.745e6,86.68e6,3.347e-3,47.37,2,2,2,2,2,2,2,1,2,2,2,2,74.7e6
22.59e3,nom,14,9,8,220,400,9,8,220,400,pass,9.038e-9,13.13e-9,55.9e-6,87.51,81.34e6,1.596e6,81.78e6,3.347e-3,47.76,2,2,2,2,2,2,2,1,2,2,2,2,70.85e6
22.6e3,nom,14,9,8,220,500,9,8,220,500,pass,9.176e-9,13.07e-9,52.63e-6,87.4,77.15e6,1.486e6,77.56e6,3.348e-3,47.98,2,2,2,2,2,2,2,1,2,2,2,2,68.03e6
22.6e3,nom,14,9,8,220,600,9,8,220,600,pass,9.247e-9,13.05e-9,51.25e-6,86.84,73.21e6,1.391e6,74.07e6,3.348e-3,48.16,2,2,2,2,2,2,2,1,2,2,2,2,63.62e6
22.6e3,nom,14,9,8,220,700,9,8,220,700,pass,9.355e-9,13.02e-9,49e-6,86.76,69.73e6,1.308e6,70.65e6,3.348e-3,48.25,2,2,2,2,2,2,2,1,2,2,2,2,61.25e6
22.6e3,nom,14,9,8,220,800,9,8,220,800,pass,9.449e-9,13.01e-9,47.16e-6,86.35,66.67e6,1.241e6,67.36e6,3.348e-3,48.31,2,2,2,2,2,2,2,1,2,2,2,2,58.67e6
22.6e3,nom,14,9,8,220,900,9,8,220,900,pass,9.535e-9,13e-9,45.61e-6,86.29,63.75e6,1.185e6,63.91e6,3.348e-3,48.35,2,2,2,2,2,2,2,1,2,2,2,2,56.18e6
22.6e3,nom,14,9,8,220,1e3,9,8,220,1e3,pass,9.611e-9,13e-9,44.28e-6,86,61.18e6,1.135e6,61.53e6,3.348e-3,48.38,2,2,2,2,2,2,2,1,2,2,2,2,52.9e6
22.6e3,nom,14,9,8,260,100,9,8,260,100,near,10.69e-9,18.56e-9,100.6e-6,96.06,57.32e6,2.23e6,58.05e6,3.941e-3,40.17,1,2,2,2,2,2,2,1,1,2,2,2,81.4e6
22.6e3,nom,14,9,8,260,200,9,8,260,200,near,8.679e-9,13.48e-9,67.31e-6,89.74,88.95e6,2.006e6,90.13e6,3.935e-3,46.12,2,2,2,2,2,2,2,1,1,2,2,2,75.7e6
22.6e3,nom,14,9,8,260,300,9,8,260,300,pass,8.8e-9,13.34e-9,63.32e-6,89.43,84.32e6,1.754e6,85.23e6,3.937e-3,47.08,2,2,2,2,2,2,2,1,2,2,2,2,72.99e6
22.6e3,nom,14,9,8,260,400,9,8,260,400,pass,8.972e-9,13.18e-9,57.96e-6,88.1,80.43e6,1.603e6,80.67e6,3.937e-3,47.54,2,2,2,2,2,2,2,1,2,2,2,2,69.44e6
22.6e3,nom,14,9,8,260,500,9,8,260,500,pass,9.057e-9,13.14e-9,55.86e-6,87.45,76.23e6,1.487e6,76.78e6,3.937e-3,47.84,2,2,2,2,2,2,2,1,2,2,2,2,67.04e6
22.61e3,nom,14,9,8,260,600,9,8,260,600,pass,9.192e-9,13.07e-9,52.62e-6,87.43,72.54e6,1.392e6,73.44e6,3.937e-3,48,2,2,2,2,2,2,2,1,2,2,2,2,62.39e6
22.61e3,nom,14,9,8,260,700,9,8,260,700,pass,9.258e-9,13.05e-9,51.26e-6,87.03,69.1e6,1.306e6,69.99e6,3.937e-3,48.14,2,2,2,2,2,2,2,1,2,2,2,2,60.41e6
22.61e3,nom,14,9,8,260,800,9,8,260,800,pass,9.363e-9,13.02e-9,49.02e-6,87,65.98e6,1.235e6,66.57e6,3.937e-3,48.21,2,2,2,2,2,2,2,1,2,2,2,2,57.96e6
22.61e3,nom,14,9,8,260,900,9,8,260,900,pass,9.417e-9,13.02e-9,48.03e-6,86.72,63.13e6,1.177e6,63.14e6,3.937e-3,48.3,2,2,2,2,2,2,2,1,2,2,2,2,55.43e6
22.61e3,nom,14,9,8,260,1e3,9,8,260,1e3,pass,9.501e-9,13.01e-9,46.35e-6,86.46,60.66e6,1.128e6,61.08e6,3.937e-3,48.33,2,2,2,2,2,2,2,1,2,2,2,2,52.31e6
22.61e3,nom,14,9,2,20,100,9,2,20,100,near,15.68e-9,18.6e-9,58.66e-6,88.35,35.3e6,573.1e3,35.77e6,324.3e-6,50.42,3,3,2,2,2,2,2,1,2,2,2,2,22.82e6
22.61e3,nom,14,9,2,20,200,9,2,20,200,near,16.36e-9,18.86e-9,48.12e-6,86.15,33.03e6,530.8e3,33.31e6,324.4e-6,50.54,3,3,2,2,2,2,2,1,2,2,2,2,21.5e6
22.61e3,nom,14,9,2,20,300,9,2,20,300,near,16.78e-9,19.09e-9,42.74e-6,84.87,31e6,497.9e3,31.12e6,324.5e-6,50.51,3,3,2,2,2,2,2,1,2,2,2,2,20.21e6
22.61e3,nom,14,9,2,20,400,9,2,20,400,near,17.07e-9,19.27e-9,39.26e-6,83.95,29.21e6,473.6e3,29.55e6,324.5e-6,50.44,3,3,2,2,2,2,2,1,2,2,2,2,18.75e6
22.62e3,nom,14,9,2,20,500,9,2,20,500,near,17.3e-9,19.41e-9,36.74e-6,83.21,27.62e6,451e3,27.98e6,324.6e-6,50.38,3,3,2,2,2,2,2,1,2,2,2,2,18.37e6
22.62e3,nom,14,9,2,20,600,9,2,20,600,near,17.49e-9,19.53e-9,34.81e-6,82.61,26.2e6,429.8e3,26.42e6,324.6e-6,50.31,3,3,2,2,2,2,2,1,2,2,2,2,17.5e6
22.62e3,nom,14,9,2,20,700,9,2,20,700,near,17.64e-9,19.63e-9,33.26e-6,82.1,24.92e6,409.9e3,24.96e6,324.6e-6,50.25,3,3,2,2,2,2,2,1,2,2,2,2,16.72e6
22.62e3,nom,14,9,2,20,800,9,2,20,800,near,17.77e-9,19.72e-9,31.98e-6,81.67,23.77e6,392.3e3,23.98e6,324.7e-6,50.19,3,3,2,2,2,2,2,1,2,2,2,2,16.01e6
22.62e3,nom,14,9,2,20,900,9,2,20,900,near,17.88e-9,19.79e-9,30.9e-6,81.29,22.72e6,377.8e3,23.01e6,324.7e-6,50.14,3,3,2,2,2,2,2,1,2,2,2,2,15.27e6
22.62e3,nom,14,9,2,20,1e3,9,2,20,1e3,near,17.98e-9,19.86e-9,29.98e-6,80.96,21.76e6,363.9e3,22.04e6,324.7e-6,50.08,3,3,2,2,2,2,2,1,2,2,2,2,14.41e6
22.62e3,nom,14,9,2,60,100,9,2,60,100,near,14.59e-9,18.97e-9,88.27e-6,89.58,33.27e6,582.1e3,33.6e6,912e-6,49.54,3,3,2,2,2,2,2,1,2,2,2,2,22.46e6
22.62e3,nom,14,9,2,60,200,9,2,60,200,near,15.28e-9,18.56e-9,67.49e-6,88.78,32.07e6,527.6e3,32.18e6,912.2e-6,50.22,3,3,2,2,2,2,2,1,2,2,2,2,20.89e6
22.62e3,nom,14,9,2,60,300,9,2,60,300,near,15.73e-9,18.6e-9,58.67e-6,88.25,30.31e6,488.9e3,30.53e6,912.3e-6,50.4,3,3,2,2,2,2,2,1,2,2,2,2,19.64e6
22.62e3,nom,14,9,2,60,400,9,2,60,400,near,15.93e-9,18.65e-9,55.69e-6,87.73,28.56e6,456.3e3,28.93e6,912.4e-6,50.54,3,3,2,2,2,2,2,1,2,2,2,2,18.45e6
22.62e3,nom,14,9,2,60,500,9,2,60,500,near,16.22e-9,18.76e-9,51.32e-6,87.44,27.09e6,431.5e3,27.42e6,912.4e-6,50.55,3,3,2,2,2,2,2,1,2,2,2,2,17.57e6
22.63e3,nom,14,9,2,60,600,9,2,60,600,near,16.46e-9,18.86e-9,48.13e-6,87.19,25.76e6,408.5e3,25.9e6,912.4e-6,50.54,3,3,2,2,2,2,2,1,2,2,2,2,16.54e6
22.63e3,nom,14,9,2,60,700,9,2,60,700,near,16.57e-9,18.92e-9,46.8e-6,86.94,24.51e6,387.5e3,24.62e6,912.5e-6,50.56,3,3,2,2,2,2,2,1,2,2,2,2,15.82e6
22.63e3,nom,14,9,2,60,800,9,2,60,800,near,16.75e-9,19.01e-9,44.58e-6,86.77,23.42e6,371.5e3,23.67e6,912.5e-6,50.53,3,3,2,2,2,2,2,1,2,2,2,2,15.05e6
22.63e3,nom,14,9,2,60,900,9,2,60,900,near,16.9e-9,19.09e-9,42.74e-6,86.61,22.41e6,356.3e3,22.71e6,912.5e-6,50.5,3,3,2,2,2,2,2,1,2,2,2,2,14.46e6
22.63e3,nom,14,9,2,60,1e3,9,2,60,1e3,near,16.97e-9,19.14e-9,41.93e-6,86.47,21.48e6,340.8e3,21.73e6,912.5e-6,50.5,3,3,2,2,2,2,2,1,2,2,2,2,13.87e6
22.63e3,nom,14,9,2,100,100,9,2,100,100,near,14.58e-9,19e-9,89.07e-6,91.41,33.07e6,626.7e3,33.37e6,1.501e-3,48.46,3,3,2,2,2,2,2,1,2,2,2,2,21.68e6
22.63e3,nom,14,9,2,100,200,9,2,100,200,near,15e-9,18.64e-9,75.22e-6,89.74,31.49e6,540.7e3,31.51e6,1.501e-3,49.69,3,3,2,2,2,2,2,1,2,2,2,2,20.68e6
22.63e3,nom,14,9,2,100,300,9,2,100,300,near,15.33e-9,18.56e-9,67.56e-6,89.16,29.73e6,490.3e3,30.02e6,1.501e-3,50.1,3,3,2,2,2,2,2,1,2,2,2,2,19.36e6
22.63e3,nom,14,9,2,100,400,9,2,100,400,near,15.6e-9,18.57e-9,62.44e-6,88.81,28.11e6,456.7e3,28.48e6,1.501e-3,50.3,3,3,2,2,2,2,2,1,2,2,2,2,18.25e6
22.64e3,nom,14,9,2,100,500,9,2,100,500,near,15.83e-9,18.61e-9,58.67e-6,88.55,26.64e6,427.6e3,26.93e6,1.501e-3,50.4,3,3,2,2,2,2,2,1,2,2,2,2,17.21e6
22.64e3,nom,14,9,2,100,600,9,2,100,600,near,16.02e-9,18.66e-9,55.72e-6,88.35,25.32e6,401.7e3,25.37e6,1.501e-3,50.46,3,3,2,2,2,2,2,1,2,2,2,2,16.37e6
22.64e3,nom,14,9,2,100,700,9,2,100,700,near,16.18e-9,18.71e-9,53.33e-6,88.18,24.12e6,382e3,24.29e6,1.501e-3,50.5,3,3,2,2,2,2,2,1,2,2,2,2,15.61e6
22.64e3,nom,14,9,2,100,800,9,2,100,800,near,16.32e-9,18.77e-9,51.33e-6,88.05,23.03e6,364.4e3,23.31e6,1.501e-3,50.52,3,3,2,2,2,2,2,1,2,2,2,2,14.63e6
22.64e3,nom,14,9,2,100,900,9,2,100,900,near,16.45e-9,18.82e-9,49.62e-6,87.93,22.04e6,347.9e3,22.33e6,1.501e-3,50.53,3,3,2,2,2,2,2,1,2,2,2,2,13.97e6
22.64e3,nom,14,9,2,100,1e3,9,2,100,1e3,near,16.55e-9,18.87e-9,48.13e-6,87.83,21.13e6,332.5e3,21.35e6,1.501e-3,50.53,3,3,2,2,2,2,2,1,2,2,2,2,13.5e6
22.64e3,nom,14,9,2,140,100,9,2,140,100,fail,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err
22.64e3,nom,14,9,2,140,200,9,2,140,200,near,14.61e-9,18.98e-9,88.51e-6,89.91,30.38e6,541.2e3,30.6e6,2.09e-3,49.24,3,3,2,2,2,2,2,1,2,2,2,2,20.44e6
22.64e3,nom,14,9,2,140,300,9,2,140,300,near,15.04e-9,18.64e-9,75.16e-6,89.6,29.19e6,492.5e3,29.52e6,2.09e-3,49.79,3,3,2,2,2,2,2,1,2,2,2,2,19.08e6
22.64e3,nom,14,9,2,140,400,9,2,140,400,near,15.09e-9,18.64e-9,74.92e-6,89.17,27.41e6,449.2e3,27.76e6,2.09e-3,50.18,3,3,2,2,2,2,2,1,2,2,2,2,18.03e6
22.64e3,nom,14,9,2,140,500,9,2,140,500,near,15.41e-9,18.57e-9,67.46e-6,89.03,26.14e6,422.3e3,26.36e6,2.09e-3,50.29,3,3,2,2,2,2,2,1,2,2,2,2,17.12e6
22.65e3,nom,14,9,2,140,600,9,2,140,600,near,15.67e-9,18.58e-9,62.41e-6,88.91,24.92e6,397.4e3,24.96e6,2.09e-3,50.36,3,3,2,2,2,2,2,1,2,2,2,2,16.18e6
22.65e3,nom,14,9,2,140,700,9,2,140,700,near,15.87e-9,18.62e-9,58.67e-6,88.79,23.78e6,378.7e3,23.99e6,2.09e-3,50.4,3,3,2,2,2,2,2,1,2,2,2,2,15.36e6
22.65e3,nom,14,9,2,140,800,9,2,140,800,near,15.89e-9,18.62e-9,58.62e-6,88.66,22.65e6,357.9e3,22.95e6,2.09e-3,50.51,3,3,2,2,2,2,2,1,2,2,2,2,14.43e6
22.65e3,nom,14,9,2,140,900,9,2,140,900,near,16.05e-9,18.67e-9,55.71e-6,88.58,21.71e6,342.1e3,21.98e6,2.09e-3,50.51,3,3,2,2,2,2,2,1,2,2,2,2,13.97e6
22.65e3,nom,14,9,2,140,1e3,9,2,140,1e3,near,16.19e-9,18.72e-9,53.33e-6,88.5,20.83e6,327e3,21.01e6,2.09e-3,50.51,3,3,2,2,2,2,2,1,2,2,2,2,13.18e6
22.65e3,nom,14,9,2,180,100,9,2,180,100,fail,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err
22.65e3,nom,14,9,2,180,200,9,2,180,200,near,14.58e-9,19e-9,88.91e-6,90.47,30.18e6,560.6e3,30.42e6,2.679e-3,48.71,3,3,2,2,2,2,2,1,2,2,2,2,19.99e6
22.65e3,nom,14,9,2,180,300,9,2,180,300,near,14.64e-9,18.98e-9,88.27e-6,89.72,28.2e6,486.8e3,28.57e6,2.68e-3,49.53,3,3,2,2,2,2,2,1,2,2,2,2,19.2e6
22.65e3,nom,14,9,2,180,400,9,2,180,400,near,15.07e-9,18.65e-9,75.13e-6,89.61,27.22e6,457e3,27.56e6,2.679e-3,49.84,3,3,2,2,2,2,2,1,2,2,2,2,17.85e6
22.66e3,nom,14,9,2,180,500,9,2,180,500,near,15.11e-9,18.64e-9,74.94e-6,89.34,25.68e6,419.1e3,25.81e6,2.679e-3,50.14,3,3,2,2,2,2,2,1,2,2,2,2,16.95e6
22.66e3,nom,14,9,2,180,600,9,2,180,600,near,15.42e-9,18.58e-9,67.5e-6,89.26,24.58e6,395.9e3,24.68e6,2.679e-3,50.22,3,3,2,2,2,2,2,1,2,2,2,2,16e6
22.66e3,nom,14,9,2,180,700,9,2,180,700,near,15.44e-9,18.58e-9,67.41e-6,89.12,23.35e6,372.4e3,23.61e6,2.679e-3,50.38,3,3,2,2,2,2,2,1,2,2,2,2,15.3e6
22.66e3,nom,14,9,2,180,800,9,2,180,800,near,15.66e-9,18.59e-9,62.39e-6,89.05,22.38e6,356.1e3,22.68e6,2.679e-3,50.39,3,3,2,2,2,2,2,1,2,2,2,2,14.28e6
22.66e3,nom,14,9,2,180,900,9,2,180,900,near,15.84e-9,18.63e-9,58.67e-6,88.99,21.47e6,340.4e3,21.72e6,2.679e-3,50.4,3,3,2,2,2,2,2,1,2,2,2,2,13.66e6
22.66e3,nom,14,9,2,180,1e3,9,2,180,1e3,near,15.83e-9,18.63e-9,58.63e-6,88.91,20.55e6,322.2e3,20.68e6,2.679e-3,50.48,3,3,2,2,2,2,2,1,2,2,2,2,13.07e6
22.66e3,nom,14,9,2,220,100,9,2,220,100,fail,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err
22.66e3,nom,14,9,2,220,200,9,2,220,200,fail,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err,sim err
22.66e3,nom,14,9,2,220,300,9,2,220,300,near,14.62e-9,18.99e-9,88.59e-6,90.06,28.01e6,496.7e3,28.38e6,3.269e-3,49.15,3,3,2,2,2,2,2,1,2,2,2,2,18.87e6
